name,subject_type,category,ogrn,inn,activity,region,district,city,settlement,new_subject,date_inclusion,date_exclusion,phone,email,www,has_license,has_contracts,innovative_production,partnership_program,social_enterprise,employees
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПОГРАНИЧНАЯ МЕЖХОЗЯЙСТВЕННАЯ ПЕРЕДВИЖНАЯ МЕХАНИЗИРОВАННАЯ КОЛОННА""",Юридическое лицо,Малое предприятие,1032501180810,2525003164,41.20 Строительство жилых и нежилых зданий,25 - Приморский край,Пограничный р-н,,пгт Пограничный,False,2017-08-10,,,,,True,False,False,False,False,35
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПОДРЯДЧИК""",Юридическое лицо,Малое предприятие,1086316006589,6316135260,41.20 Строительство жилых и нежилых зданий,63 - Самарская область,,г Самара,,False,2017-08-10,,,,,True,False,False,False,False,9
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПРИОРИТЕТ-СТРОЙ ИНЖИНИРИНГ""",Юридическое лицо,Среднее предприятие,1147746714070,7714938405,41.20 Строительство жилых и нежилых зданий,50 - Московская область,,г Красногорск,,False,2017-08-10,,,,,True,False,False,False,False,56
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПРОКОНС""",Юридическое лицо,Малое предприятие,1037715032827,7715278180,41.20 Строительство жилых и нежилых зданий,77 - г.Москва,,,,False,2022-07-10,,,,,True,False,False,False,False,
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПРОМИНДУСТРИЯ АГ""",Юридическое лицо,Малое предприятие,1027739533227,7706194960,41.20 Строительство жилых и нежилых зданий,77 - г.Москва,,,,False,2020-08-10,,,,,True,False,False,False,False,37
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПРОММОНОЛИТ""",Юридическое лицо,Среднее предприятие,1037843057724,7803058547,41.20 Строительство жилых и нежилых зданий,78 - г.Санкт-Петербург,,,,False,2021-11-10,,,,,True,False,False,False,False,0
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПРОМСТРОЙСЕРВИС""",Юридическое лицо,Малое предприятие,1080603000180,603282806,41.20 Строительство жилых и нежилых зданий,77 - г.Москва,,,,False,2021-07-10,,,,,True,False,False,False,False,50
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПРОМСТРОЙТЕХНО-ИНВЕСТ""",Юридическое лицо,Малое предприятие,1037739271140,7709211195,41.20 Строительство жилых и нежилых зданий,77 - г.Москва,,,,False,2020-08-10,,,,,True,False,False,False,False,3
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПРОФИСТРОЙ""",Юридическое лицо,Малое предприятие,1154401001677,4401159638,41.20 Строительство жилых и нежилых зданий,44 - Костромская область,,г Кострома,,False,2017-08-10,,,,,True,False,False,False,False,40
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПТИЦЕСТРОЙ""",Юридическое лицо,Малое предприятие,1023902299277,3917000617,41.20 Строительство жилых и нежилых зданий,39 - Калининградская область,Гурьевский р-н,,п Малое Исаково,False,2022-02-10,,,,,False,False,False,False,False,16
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПУСК""",Юридическое лицо,Малое предприятие,1056605287562,6674164790,41.20 Строительство жилых и нежилых зданий,66 - Свердловская область,,г Екатеринбург,,False,2017-08-10,,,,,True,False,False,False,False,89
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РЕГИОНСТРОЙ""",Юридическое лицо,Малое предприятие,1020300795602,317002279,41.20 Строительство жилых и нежилых зданий,03 - Республика Бурятия,,г Северобайкальск,,False,2017-08-10,,,,,True,False,False,False,False,4
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РЕМОНТ ТОННЕЛЕЙ И МОСТОВ""",Юридическое лицо,Малое предприятие,1147746707712,7714938300,41.20 Строительство жилых и нежилых зданий,77 - г.Москва,,,,False,2017-08-10,,,,,True,False,False,False,False,38
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РЕМОНТНО-СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ № 10""",Юридическое лицо,Малое предприятие,1021603463727,1659002192,41.20 Строительство жилых и нежилых зданий,16 - Республика Татарстан (Татарстан),,г Казань,,False,2017-08-10,,,,,False,False,False,False,False,29
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РЕМСТРОЙ-АЛЕКСС""",Юридическое лицо,Среднее предприятие,1037739062756,7713161050,41.20 Строительство жилых и нежилых зданий,77 - г.Москва,,,,False,2017-08-10,,,,,True,False,False,False,False,167
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РЕМСТРОЙЦЕНТР""",Юридическое лицо,Малое предприятие,1032501284100,2536131136,41.20 Строительство жилых и нежилых зданий,25 - Приморский край,,г Владивосток,,False,2018-08-10,,,,,False,False,False,False,False,72
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РЕНЕССАНС АКТИВ""",Юридическое лицо,Среднее предприятие,1132543012040,2543028394,41.20 Строительство жилых и нежилых зданий,25 - Приморский край,,г Владивосток,,False,2017-08-10,,,,,True,False,False,False,False,2
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РСУ КУРОРТА""",Юридическое лицо,Малое предприятие,1192225031283,2203003875,41.20 Строительство жилых и нежилых зданий,22 - Алтайский край,,г Белокуриха,,False,2020-08-10,,,,,False,False,False,False,False,43
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РУССТРОЙКОМПЛЕКТ""",Юридическое лицо,Малое предприятие,1217700502755,9701187346,41.20 Строительство жилых и нежилых зданий,77 - г.Москва,,,,False,2021-11-10,,,,,False,False,False,False,False,17
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""САТУРН""",Юридическое лицо,Малое предприятие,1023202135494,3207001905,41.20 Строительство жилых и нежилых зданий,32 - Брянская область,Брянский р-н,,с Супонево,False,2017-08-10,,,,,False,False,False,False,False,90
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СВС-ЭМ""",Юридическое лицо,Среднее предприятие,1117746809245,7728786311,41.20 Строительство жилых и нежилых зданий,77 - г.Москва,,,,False,2017-08-10,,,,,True,False,False,False,False,112
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СЕВЕРЭКСКАВАЦИЯ""",Юридическое лицо,Малое предприятие,1028301648540,8300003864,41.20 Строительство жилых и нежилых зданий,83 - Ненецкий автономный округ,Заполярный р-н,,рп Искателей,False,2017-08-10,,,,,True,False,False,False,False,6
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СИБСТРОЙСЕРВИС""",Юридическое лицо,Среднее предприятие,1027200798360,7224001941,41.20 Строительство жилых и нежилых зданий,72 - Тюменская область,Тюменский р-н,,,False,2021-07-10,,,,,True,False,False,False,False,16
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СИГНАЛ""",Юридическое лицо,Малое предприятие,1167746101698,7708280326,41.20 Строительство жилых и нежилых зданий,77 - г.Москва,,,,False,2017-08-10,,,,,True,False,False,False,False,9
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СИЛЕОН""",Юридическое лицо,Малое предприятие,1037800018860,7801070620,41.20 Строительство жилых и нежилых зданий,78 - г.Санкт-Петербург,,,,False,2017-08-10,,,,,True,False,False,False,False,5
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СМАРТ СИСТЕМС""",Юридическое лицо,Малое предприятие,1217700643940,9722013742,41.20 Строительство жилых и нежилых зданий,47 - Ленинградская область,Всеволожский р-н,г Всеволожск,,False,2022-01-10,,,,,False,False,False,False,False,2
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СМОЛСТРОМ-СЕРВИС""",Юридическое лицо,Среднее предприятие,1026701439907,6731028404,41.20 Строительство жилых и нежилых зданий,67 - Смоленская область,,г Смоленск,,False,2017-08-10,,,,,False,False,False,False,False,41
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СМП-1""",Юридическое лицо,Малое предприятие,1035009351002,5046048999,41.20 Строительство жилых и нежилых зданий,77 - г.Москва,,г Троицк,,False,2017-08-10,,,,,True,False,False,False,False,44
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СМП-280""",Юридическое лицо,Среднее предприятие,1027200818920,7203047511,41.20 Строительство жилых и нежилых зданий,72 - Тюменская область,,г Тюмень,,False,2017-08-10,,,,,True,False,False,False,False,58
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СМУ -25""",Юридическое лицо,Малое предприятие,1022800762511,2809000390,41.20 Строительство жилых и нежилых зданий,28 - Амурская область,,г Шимановск,,False,2017-08-10,,,,,True,False,False,False,False,45
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СМУ-ДОНАЭРОДОРСТРОЙ""",Юридическое лицо,Малое предприятие,1036163013710,6163068567,41.20 Строительство жилых и нежилых зданий,61 - Ростовская область,,г Ростов-на-Дону,,False,2017-08-10,,,,,True,False,False,False,False,68
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦГАЗМОНТАЖ-ПОДВОДСТРОЙ""",Юридическое лицо,Малое предприятие,1186658094116,6658521941,41.20 Строительство жилых и нежилых зданий,66 - Свердловская область,,г Екатеринбург,,False,2021-09-10,,,,,True,False,False,False,False,242
